"ITTER107","Territory","TIPO_DATO_CIS","Indicators","ATECO_2007","NACE 2007","CLLVT","Size classes of persons employed","TIME","Select time","Value","Flag Codes","Flags"
"ITD5","Emilia-Romagna","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",8663,,
"ITD5","Emilia-Romagna","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",54.7,,
"ITD5","Emilia-Romagna","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",7284,,
"ITD5","Emilia-Romagna","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",46,,
"ITD5","Emilia-Romagna","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",6952,,
"ITD5","Emilia-Romagna","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",43.9082928061643,,
"ITD5","Emilia-Romagna","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",3766197,,
"ITD5","Emilia-Romagna","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",8.8,,
"ITD5","Emilia-Romagna","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",783,,
"ITD5","Emilia-Romagna","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",10.7,,
"ITE","Centro (I)","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",31467,,
"ITE","Centro (I)","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",13972,,
"ITE","Centro (I)","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",44.4,,
"ITE","Centro (I)","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",10904,,
"ITE","Centro (I)","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",34.7,,
"ITE","Centro (I)","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",10176,,
"ITE","Centro (I)","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",32.3386404805034,,
"ITE","Centro (I)","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",7681688,,
"ITE","Centro (I)","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",8.1,,
"ITE","Centro (I)","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",1808,,
"ITE","Centro (I)","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",16.6,,
"ITE1","Toscana","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",12079,,
"ITE1","Toscana","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",5330,,
"ITE1","Toscana","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",44.1,,
"ITE1","Toscana","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",4215,,
"ITE1","Toscana","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",34.9,,
"ITE1","Toscana","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",3891,,
"ITE1","Toscana","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",32.2129315340674,,
"ITE1","Toscana","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",1410072,,
"ITE1","Toscana","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",6.7,,
"ITE1","Toscana","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",775,,
"ITE1","Toscana","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",18.4,,
"ITE2","Umbria","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2447,,
"ITE2","Umbria","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",1146,,
"ITE2","Umbria","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",46.8,,
"ITE2","Umbria","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",900,,
"ITE2","Umbria","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",36.8,,
"ITE2","Umbria","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",868,,
"ITE2","Umbria","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",35.4720065386187,,
"ITE2","Umbria","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",216533,,
"ITE2","Umbria","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",5.3,,
"ITE2","Umbria","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",86,,
"ITE2","Umbria","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",9.6,,
"ITE3","Marche","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",5429,,
"ITE3","Marche","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2515,,
"ITE3","Marche","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",46.3,,
"ITE3","Marche","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2149,,
"ITE3","Marche","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",39.6,,
"ITE3","Marche","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2069,,
"ITE3","Marche","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",38.1101491987475,,
"ITE3","Marche","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",674213,,
"ITE3","Marche","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",8,,
"ITE3","Marche","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",401,,
"ITE3","Marche","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",18.7,,
"ITE4","Lazio","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",11512,,
"ITE4","Lazio","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",4980,,
"ITE4","Lazio","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",43.3,,
"ITE4","Lazio","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",3639,,
"ITE4","Lazio","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",31.6,,
"ITE4","Lazio","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",3348,,
"ITE4","Lazio","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",29.0826963168867,,
"ITE4","Lazio","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",5380870,,
"ITE4","Lazio","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",8.8,,
"ITE4","Lazio","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",547,,
"ITE4","Lazio","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",15,,
"ITF","Sud","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",23330,,
"ITF","Sud","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",9612,,
"ITF","Sud","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",41.2,,
"ITF","Sud","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",6619,,
"ITF","Sud","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",28.4,,
"ITF","Sud","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",6221,,
"ITF","Sud","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",26.6652378911273,,
"ITF","Sud","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",1717001,,
"ITF","Sud","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",6.9,,
"ITF","Sud","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",778,,
"ITF","Sud","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",11.8,,
"ITF1","Abruzzo","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2866,,
"ITF1","Abruzzo","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",1256,,
"ITF1","Abruzzo","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",43.8,,
"ITF1","Abruzzo","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",950,,
"ITF1","Abruzzo","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",33.1,,
"ITF1","Abruzzo","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",900,,
"ITF1","Abruzzo","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",31.4026517794836,,
"ITF1","Abruzzo","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",242507,,
"ITF1","Abruzzo","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",5.8,,
"ITF1","Abruzzo","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",87,,
"ITF1","Abruzzo","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",9.2,,
"ITF2","Molise","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",532,,
"ITF2","Molise","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",202,,
"ITF2","Molise","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",38,,
"ITF2","Molise","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",143,,
"ITF2","Molise","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",26.9,,
"ITF2","Molise","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",144,,
"ITF2","Molise","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",27.0676691729323,,
"ITF2","Molise","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",25257,,
"ITF2","Molise","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",8.5,,
"ITF2","Molise","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",10,,
"ITF2","Molise","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",7,,
"ITF3","Campania","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",10234,,
"ITF3","Campania","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",4194,,
"ITF3","Campania","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",41,,
"ITF3","Campania","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2662,,
"ITF3","Campania","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",26,,
"ITF3","Campania","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2536,,
"ITF3","Campania","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",24.7801446159859,,
"ITF3","Campania","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",693321,,
"ITF3","Campania","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",7.1,,
"ITF3","Campania","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",281,,
"ITF3","Campania","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",10.6,,
"ITF4","Puglia","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",6733,,
"ITF4","Puglia","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2863,,
"ITF4","Puglia","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",42.5,,
"ITF4","Puglia","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2058,,
"ITF4","Puglia","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",30.6,,
"ITF4","Puglia","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",1893,,
"ITF4","Puglia","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",28.1152532303579,,
"ITF4","Puglia","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",527163,,
"ITF4","Puglia","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",6.8,,
"ITF4","Puglia","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",288,,
"ITF4","Puglia","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",14,,
"ITF5","Basilicata","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",946,,
"ITF5","Basilicata","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",389,,
"ITF5","Basilicata","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",41.1,,
"ITF5","Basilicata","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",289,,
"ITF5","Basilicata","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",30.5,,
"ITF5","Basilicata","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",279,,
"ITF5","Basilicata","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",29.492600422833,,
"ITF5","Basilicata","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",151859,,
"ITF5","Basilicata","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",12.6,,
"ITF5","Basilicata","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",32,,
"ITF5","Basilicata","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",11.1,,
"ITF6","Calabria","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2019,,
"ITF6","Calabria","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",708,,
"ITF6","Calabria","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",35.1,,
"ITF6","Calabria","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",517,,
"ITF6","Calabria","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",25.6,,
"ITF6","Calabria","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",469,,
"ITF6","Calabria","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",23.2293214462605,,
"ITF6","Calabria","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",76898,,
"ITF6","Calabria","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",4.7,,
