"ITTER107","Territory","TIPO_DATO_CIS","Indicators","ATECO_2007","NACE 2007","CLLVT","Size classes of persons employed","FORMA_INNOVAZ","Information on the innovative enterprises","TIME","Select time","Value","Flag Codes","Flags"
"ITDA","Trentino Alto Adige / Südtirol","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",21.8,,
"ITDA","Trentino Alto Adige / Südtirol","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",24.1,,
"ITDA","Trentino Alto Adige / Südtirol","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",54.1,,
"ITDA","Trentino Alto Adige / Südtirol","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",1198,,
"ITDA","Trentino Alto Adige / Südtirol","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",84,,
"ITDA","Trentino Alto Adige / Südtirol","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",93.4,,
"ITDA","Trentino Alto Adige / Südtirol","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",6.6,,
"ITDA","Trentino Alto Adige / Südtirol","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",354,,
"ITDA","Trentino Alto Adige / Südtirol","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",318,,
"ITDA","Trentino Alto Adige / Südtirol","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",526,,
"ITDA","Trentino Alto Adige / Südtirol","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",29.5,,
"ITDA","Trentino Alto Adige / Südtirol","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",26.5,,
"ITDA","Trentino Alto Adige / Südtirol","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",43.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",195,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",217,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",518,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",21,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",23.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",55.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",654,,
"ITD1","Provincia Autonoma Bolzano / Bozen","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",59,,
"ITD1","Provincia Autonoma Bolzano / Bozen","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",91.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",8.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",194,,
"ITD1","Provincia Autonoma Bolzano / Bozen","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",196,,
"ITD1","Provincia Autonoma Bolzano / Bozen","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",264,,
"ITD1","Provincia Autonoma Bolzano / Bozen","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",29.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",30,,
"ITD1","Provincia Autonoma Bolzano / Bozen","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",40.4,,
"ITD2","Provincia Autonoma Trento","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",172,,
"ITD2","Provincia Autonoma Trento","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",190,,
"ITD2","Provincia Autonoma Trento","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",396,,
"ITD2","Provincia Autonoma Trento","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",22.7,,
"ITD2","Provincia Autonoma Trento","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",25.1,,
"ITD2","Provincia Autonoma Trento","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",52.2,,
"ITD2","Provincia Autonoma Trento","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",545,,
"ITD2","Provincia Autonoma Trento","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",24,,
"ITD2","Provincia Autonoma Trento","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",95.8,,
"ITD2","Provincia Autonoma Trento","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",4.2,,
"ITD2","Provincia Autonoma Trento","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",160,,
"ITD2","Provincia Autonoma Trento","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",123,,
"ITD2","Provincia Autonoma Trento","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",262,,
"ITD2","Provincia Autonoma Trento","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",29.4,,
"ITD2","Provincia Autonoma Trento","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",22.6,,
"ITD2","Provincia Autonoma Trento","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",48.1,,
"ITD3","Veneto","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",2454,,
"ITD3","Veneto","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",1441,,
"ITD3","Veneto","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",6044,,
"ITD3","Veneto","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",24.7,,
"ITD3","Veneto","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",14.5,,
"ITD3","Veneto","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",60.8,,
"ITD3","Veneto","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",7897,,
"ITD3","Veneto","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",601,,
"ITD3","Veneto","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",92.9,,
"ITD3","Veneto","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",7.1,,
"ITD3","Veneto","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",1528,,
"ITD3","Veneto","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",2093,,
"ITD3","Veneto","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",4276,,
"ITD3","Veneto","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",19.3,,
"ITD3","Veneto","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",26.5,,
"ITD3","Veneto","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",54.1,,
"ITD4","Friuli-Venezia Giulia","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",500,,
"ITD4","Friuli-Venezia Giulia","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",351,,
"ITD4","Friuli-Venezia Giulia","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",978,,
"ITD4","Friuli-Venezia Giulia","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",27.3,,
"ITD4","Friuli-Venezia Giulia","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",19.2,,
"ITD4","Friuli-Venezia Giulia","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",53.5,,
"ITD4","Friuli-Venezia Giulia","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",1371,,
"ITD4","Friuli-Venezia Giulia","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",107,,
"ITD4","Friuli-Venezia Giulia","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",92.8,,
"ITD4","Friuli-Venezia Giulia","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",7.2,,
"ITD4","Friuli-Venezia Giulia","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",358,,
"ITD4","Friuli-Venezia Giulia","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",270,,
"ITD4","Friuli-Venezia Giulia","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",743,,
"ITD4","Friuli-Venezia Giulia","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",26.1,,
"ITD4","Friuli-Venezia Giulia","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",19.7,,
"ITD4","Friuli-Venezia Giulia","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",54.2,,
"ITD5","Emilia-Romagna","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",2468,,
"ITD5","Emilia-Romagna","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",1379,,
"ITD5","Emilia-Romagna","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",4816,,
"ITD5","Emilia-Romagna","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",28.5,,
"ITD5","Emilia-Romagna","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",15.9,,
"ITD5","Emilia-Romagna","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",55.6,,
"ITD5","Emilia-Romagna","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",6952,,
"ITD5","Emilia-Romagna","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",332,,
"ITD5","Emilia-Romagna","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",95.4,,
"ITD5","Emilia-Romagna","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",4.6,,
"ITD5","Emilia-Romagna","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",1397,,
"ITD5","Emilia-Romagna","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",2036,,
"ITD5","Emilia-Romagna","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",3519,,
"ITD5","Emilia-Romagna","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",20.1,,
"ITD5","Emilia-Romagna","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",29.3,,
"ITD5","Emilia-Romagna","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",50.6,,
"ITE","Centro (I)","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",3577,,
"ITE","Centro (I)","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",3068,,
"ITE","Centro (I)","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",7328,,
"ITE","Centro (I)","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",25.6,,
"ITE","Centro (I)","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",22,,
"ITE","Centro (I)","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",52.4,,
"ITE","Centro (I)","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",10176,,
"ITE","Centro (I)","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",728,,
"ITE","Centro (I)","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",93.3,,
"ITE","Centro (I)","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",6.7,,
"ITE","Centro (I)","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",2614,,
"ITE","Centro (I)","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",2554,,
"ITE","Centro (I)","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",5008,,
"ITE","Centro (I)","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",25.7,,
"ITE","Centro (I)","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",25.1,,
"ITE","Centro (I)","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",49.2,,
"ITE1","Toscana","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",1482,,
"ITE1","Toscana","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",1115,,
"ITE1","Toscana","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",2733,,
