"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2012","2012",126.966,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2013","2013",123.858,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2014","2014",128.33,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2015","2015",129.574,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2016","2016",130.053,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2017","2017",133.984,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2018","2018",130.641,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",133.239,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2012","2012",44.298,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2013","2013",47.496,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2014","2014",45.451,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2015","2015",46.905,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2016","2016",49.534,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2017","2017",49.016,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2018","2018",52.226,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",52.54,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2012","2012",365.443,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2013","2013",366.813,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2014","2014",367.436,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2015","2015",367.107,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2016","2016",366.363,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2017","2017",366.223,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2018","2018",365.384,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",365.121,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2012","2012",108.751,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2013","2013",104.346,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2014","2014",102.389,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2015","2015",100.826,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2016","2016",94.518,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2017","2017",91.245,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2018","2018",85.785,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",80.509,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2012","2012",93.485,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2013","2013",96.922,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2014","2014",96.152,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2015","2015",96.979,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2016","2016",98.497,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2017","2017",101.752,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2018","2018",100.541,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",95.237,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2012","2012",17.159,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2013","2013",18.219,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2014","2014",16.489,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2015","2015",16.527,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2016","2016",16.031,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2017","2017",14.837,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2018","2018",16.56,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",16.827,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2012","2012",123.586,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2013","2013",120.638,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2014","2014",123.874,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2015","2015",128.999,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2016","2016",132.005,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2017","2017",128.546,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2018","2018",132.618,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",133.335,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2012","2012",62.123,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2013","2013",65.893,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2014","2014",67.496,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2015","2015",62.592,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2016","2016",63.795,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2017","2017",67.37,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2018","2018",66.348,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",74.816,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2012","2012",405.105,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2013","2013",406.018,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2014","2014",406.398,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2015","2015",405.923,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2016","2016",404.846,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2017","2017",403.75,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2018","2018",401.851,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",400.724,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2012","2012",167.497,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2013","2013",162.73,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2014","2014",160.18,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2015","2015",155.635,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2016","2016",147.056,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2017","2017",140.25,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2018","2018",133.39,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",123.716,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2012","2012",200.838,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2013","2013",207.749,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2014","2014",208.208,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2015","2015",207.35,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2016","2016",208.522,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2017","2017",213.555,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2018","2018",211.789,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",208.049,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2012","2012",45.24,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2013","2013",44.466,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2014","2014",40.296,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2015","2015",41.974,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2016","2016",40.244,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2017","2017",37.253,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2018","2018",40.224,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",40.15,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2012","2012",250.552,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2013","2013",244.496,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2014","2014",252.204,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2015","2015",258.573,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2016","2016",262.058,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2017","2017",262.53,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2018","2018",263.259,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",266.575,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2012","2012",106.421,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2013","2013",113.389,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2014","2014",112.946,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2015","2015",109.497,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2016","2016",113.329,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2017","2017",116.386,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2018","2018",118.573,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",127.356,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2012","2012",770.548,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2013","2013",772.831,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2014","2014",773.834,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2015","2015",773.03,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2016","2016",771.209,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2017","2017",769.973,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2018","2018",767.235,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",765.845,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2012","2012",114.187,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2013","2013",110.443,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2014","2014",106.421,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2015","2015",100.802,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2016","2016",93.172,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2017","2017",90.044,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2018","2018",88.249,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",86.868,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2012","2012",219.567,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2013","2013",216.46,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2014","2014",213.039,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2015","2015",210.948,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2016","2016",215.394,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2017","2017",217.673,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2018","2018",220.418,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",217.789,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2012","2012",36.359,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2013","2013",38.628,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2014","2014",38.343,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2015","2015",35.608,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2016","2016",42.055,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2017","2017",40.685,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2018","2018",33.213,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",37.858,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2012","2012",197.077,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2013","2013",200.409,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2014","2014",209.523,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2015","2015",220.209,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2016","2016",210.767,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2017","2017",205.794,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2018","2018",212.501,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",203.486,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2012","2012",74.169,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2013","2013",76.938,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2014","2014",75.609,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2015","2015",74.46,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2016","2016",79.403,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2017","2017",85.38,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2018","2018",83.797,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",90.993,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2012","2012",641.36,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2013","2013",642.877,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2014","2014",642.935,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2015","2015",642.027,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2016","2016",640.791,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2017","2017",639.576,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2018","2018",638.178,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",636.994,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2012","2012",196.61,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2013","2013",181.735,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2014","2014",181.654,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2015","2015",174.027,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2016","2016",163.913,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2017","2017",154.833,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2018","2018",149.039,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",144.464,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2012","2012",174.115,,
